,대여소,Station,Distance
511,신설동역 11번출구 뒤,신설동,0.0022563726646178087
512,샛강생태공원방문자센터 앞,여의도,0.0037032892487023814
513,반포1동 자율방범초소 옆,사평,0.004526977833786706
514,국민연금공단충정로사옥,충정로,0.001934546160241788
515,흑석동효사정앞,흑석,0.0034372279896717453
516,염창나들목,등촌,0.0085182043580605
517,신도중학교앞,구파발,0.01320002194038456
518,"염창역 3, 4번 출구 사이",염창,0.0004125028030072224
519,종합운동장역 4번출구,종합운동장,0.0023389214318549176
520,서울보증보험본사 앞,종로5가,0.0026396612910750557
521,방화동강서기동대앞,신방화,0.004575378040804104
522,방화역 4번출구앞,방화,0.0008182628430864982
523,구일고등학교 정문,구일,0.004874359224025166
524,대림역 1번 출입구 밑,대림,0.001123942914752681
525,그랜드아이파크아파트 앞,가양,0.006924468592916959
526,이앤씨드림타워 앞,영등포구청,0.005036047499020148
527,"노들섬 다목적홀(동쪽) 숲, 앞",노들,0.007622398954069288
528,천왕이펜하우스5단지 앞,천왕,0.008233913227169841
529,증미역 3번출구뒤(등촌두산위브센티움오피스텔),증미,0.0004847767820302124
530,삼성타운(삼성생명) A동 맞은편,강남,0.0029740825052642205
531,종로타워빌딩,종각,0.0005659841248697197
532,대방역6번출구,대방,0.0005130967675843051
533,경일중학교 앞,뚝섬,0.00435632597536669
534,은평 성모병원 사거리,구파발,0.002528230624050326
535,신동아아파트 앞,대림,0.00557646784500425
536,목동3단지 시내버스정류장,목동,0.009543684980664642
537,신용산역 1번 출구,신용산,0.00107237964936255
538,개봉푸르지오아파트 상가,오류동,0.007430807805948749
539,원메디타운 앞,구일,0.006392472384045646
540,왕십리역 11번 출구 앞,왕십리,0.002813610354987583
541,청기와빌딩,신정네거리,0.008162584221714933
542,종각역 1번출구 앞,종각,0.0011585706436937552
543,마곡나루역 2번 출구,마곡나루,0.002099217440497346
544,갑을그레이트밸리 앞,가산디지털단지,0.005359593687234578
545,마곡금호어울림아파트,양천향교,0.007108166445718364
546,서울대입구역 4번 출구,서울대입구,0.0011631076487040122
547,문래동롯데캐슬아파트,도림천,0.00414078785179537
548,교보타워 버스정류장(신논현역 3번출구 후면),신논현,0.0012568417959344933
549,서울시 도로환경관리센터,오목교,0.00557214186556744
550,제2구민체육센타 앞,영등포시장,0.0044156699149248005
551,신도림동주민센터 앞,구로,0.0048401821001279825
552,가양3동 주민센터,증미,0.004079645858201701
553,서울남부터미널 대합실 입구,남부터미널,0.001395520477126039
554,군자교 서측 녹지대,장한평,0.006352068418093419
555,볏골공원,화곡,0.004319218351144087
556,KT앞,신길,0.005107472620204278
557,독립문역 3-1번출구,독립문,0.0011906093601260178
558,코오롱디지털타워 3차앞,뚝섬,0.00269443742261989
559,성수2가1동 공영주차장 인근,성수,0.007787331718895171
560,고척근린공원 고척도서관 앞,오류동,0.011391374865670763
561,서울도시건축전시관,시청,0.002314496619142005
562,숙대입구역 8번,숙대입구,0.0004926858825917673
563,돈의문 박물관 마을,서대문,0.004225155324253602
564,중앙대학교 정문 1,흑석,0.00487252907276569
565,솔리스타오피스텔(공덕동주민센터),애오개,0.005149994189555189
566,대방지하보도(대방동경남아너스빌아파트),대방,0.0015327296932366903
567,"불광역3,6호선 버스정류장(동명여고 방면)",불광,0.003448764840127823
568,동신아파트 104동 앞,양천향교,0.004532413617134274
569,KBS 앞,국회의사당,0.0034423616208723792
570,KRX한국거래소(2),여의도,0.00463682695223113
571,도림천역 1번 출구 앞,도림천,0.00011539011051189826
572,목동역5번출구 교통정보센터 앞,목동,0.00035571738346629005
573,영등포 신세계백화점,영등포,0.004716744972111498
574,엠펠리체 호텔 건너편,발산,0.0024823564872904036
575,문래현대2차,도림천,0.00596157620180771
576,라이품 공영주차장 앞,양천향교,0.002957522959571065
577,가산동 주민센터,남구로,0.010209348829379373
578,용산 푸르지오 파크타운 1단지 앞,서빙고,0.009260475816479779
579,커먼그라운드,건대입구,0.004226639362731719
580,동양미래대학교 정문 옆,구일,0.004403714346651893
581,동방1교,신림,0.013068164075021331
582,교보생명보험 앞,문래,0.005085393945022071
583,이화여대 인문관 인근,이대,0.0073667752012389265
584,목마공원,신목동,0.006115692237585659
585,양천향교역8번출구,양천향교,0.0015883773520452477
586,국회의사당역 3번출구 옆,국회의사당,0.0008285856926286604
587,코레일유통본사,영등포시장,0.0047220003973457636
588,한강아파트,양천향교,0.003666924580401383
589,구기치안센터 앞,녹번,0.022612782230891082
590,안양천합수부(현대3차아파트),염창,0.00553780612681657
591,서빙고동 금호맨션 앞,서빙고,0.0015072167229631154
592,이촌역2번 출구,이촌,0.0027068657725170656
593,도림고가도로 밑,신도림,0.007335978628534251
594,63스퀘어,노량진,0.007067136420795151
595,등촌서광아파트,가양,0.004239135826503812
596,구일우성(아) 육교 밑,구일,0.008979555987501525
597,강서구청사거리(SH타워),가양,0.005256654779949596
598,잠실새내역 5번 출구 뒤,잠실새내,0.0011480381751745605
599,목동5단지아파트 501동,신목동,0.008738551677275374
600,국립현대미술관,안국,0.005609202191015857
601,신림동걷고싶은문화의거리입구,신림,0.0032607868539440434
602,성대입구 사거리,혜화,0.0033128846239485997
603,서부식자재마트 건너편,양천구청,0.002243300239412749
604,등촌역 1번출구,등촌,0.002460046692630777
605,용문사 버스정류장,목동,0.01056296494420021
606,서울식물원 잔디마당 앞,마곡나루,0.003519045142939276
607,디지털입구 교차로,구로디지털단지,0.002409878858467418
608,반포1동 주민센터 앞,사평,0.0023286683498790887
609,한강초교보도육교 앞,용산,0.004408948973211983
610,녹사평역1번출구,녹사평,0.0013739355922324954
611,여의도중학교 옆,여의나루,0.004232258743742663
612,양녕로 입구,봉천,0.004270897974949737
613,국회의사당 본관,국회의사당,0.005883339011982625
614,목동사거리 버스정류장,목동,0.005495088106929178
615,힐스테이트에코,마곡,0.004190113711166194
616,중앙동 동진빌딩,서울대입구,0.0035904211671669043
617,성수역3번출구,성수,0.000813031766659423
618,보라매sk뷰 108동 앞,보라매,0.0034460419788666674
619,안암역 3번 출구,안암,0.0019476207808617368
620,독산역 2번출구 자전거주차장,독산,0.0005377672474930464
621,마곡나루역 5번출구 뒤편,마곡나루,0.0030519647485079313
622,에이스하이엔드타워9차 앞,가산디지털단지,0.0063367979029150465
623,삼호3차아파트 앞,구반포,0.003578636283564029
624,문래동 주민센터,문래,0.004411090179644602
625,구로도서관,대림,0.006728847557821895
626,유스호스텔 앞,영등포시장,0.0036851687179842805
627,마곡센트럴타워 1차,발산,0.005658766384721419
628,대방역2번출구,대방,0.0012556047277996548
629,목동현대아파트 후문 앞,오목교,0.0037193503209413505
630,신정보도육교 아래,도림천,0.0070367693769506435
631,이수역 1번출구,이수,0.002805457899191404
632,서울출입국관리사무소 앞,오목교,0.007598821600769601
633,반포쇼핑타운 2동 앞,고속터미널,0.0028959048620391336
634,노량진역 2번 출구 앞,노량진,0.0006843558569269443
635,KT혜화지사 앞,혜화,0.005195867503546105
636,오목로 무중력지대 앞,오목교,0.002493875471414101
637,명덕고교입구(영종빌딩),우장산,0.0041533645444266345
638,서울도시가스 앞,염창,0.002943222328055907
639,양남사거리2,문래,0.00585850726063908
640,아시아지하보도 14번 출구,종합운동장,0.005190675539754912
641,신마곡벽산블루밍메트로오피스텔앞,개화산,0.0018969145748783517
642,흑석역 4번출구,흑석,0.0002821100749621576
643,서울식물원 식물문화센터,양천향교,0.005718845743183135
644,제일강산수산입구,쌍문,0.003838657645901534
645,신정1동 주민센터 앞,신정네거리,0.001812108776415755
646,삼성도로공원,봉은사,0.006184808817921358
647,반포쇼핑타운 8동 앞,반포,0.003799609661059266
648,대림동 e편한세상영등포아델포레,신풍,0.004538858420139292
649,목동2단지 상가,신목동,0.009427763216468071
650,목4동주민센터 옆,목동,0.007509233108128649
651,강동세무서,길동,0.0036609583953479386
652,이수역 11번출구쪽,이수,0.0008400247263614111
653,항동지구 10단지 1001동 앞,온수,0.013109089781832148
654,잠실새내역 1번출구,잠실새내,0.0006970514919069795
655,북한산생태공원입구(교통섬),불광,0.0086506877773146
656,송파구청,잠실,0.004183760208216584
657,불광역 9번 출구,불광,0.0005064889451912583
658,웰니스센터(민방위교육장 앞),안국,0.0038325685223085234
659,곰달래 문화복지센터 1-1,까치산,0.0032498064880202996
660,목동1단지아파트 118동 앞,염창,0.006056609663009148
661,샛강역 1번출구 앞,샛강,0.0004911253022402572
662,등촌5단지아파트 버스정류장,발산,0.006605381987467738
663,센트럴 푸르지오 시티 앞,영등포시장,0.005323242288260284
664,화곡역 1번 출구 앞,화곡,0.000634538856177644
665,한강진역 2번 출구 앞,한강진,0.001598120162095742
666,행당중학교 후문,한양대,0.002453905576829256
667,기쁜우리복지관,양천향교,0.007140464879098646
668,강서공업고등학교 앞,방화,0.003922826930790421
669,길음8골어린이공원 옆,길음,0.007356849228625805
670,순천향대학병원(한남오거리),한강진,0.006202628337257037
671,이수고가차도 남단,구반포,0.007877812444617115
672,남성역3번출구 뒤,남성,0.0003009929839694048
673,동아에코빌입구,신도림,0.008039725534133903
674,양천구청역 2번출구 옆,양천구청,0.0005500867018665356
675,천왕역 4번출구 뒤,천왕,0.0005575248626832896
676,송정역 3번출구 앞,송정,0.0007510498202084263
677,일동제약 사거리,양재,0.007290570671791678
678,은평뉴타운 은뜨락아파트앞,구파발,0.006518234690381331
679,신일해피트리아파트 앞,신정네거리,0.0053535872103753065
680,목동운동장,오목교,0.007078540082704111
681,고척스카이돔구장 광장,구일,0.0036177439237113345
682,함지박 사거리,내방,0.007052152083581971
683,남부법원검찰청 교차로,목동,0.0028107185312878794
684,신청담나들목,청담,0.008767480042913523
685,이촌1동 마을공원,신용산,0.007512700445410854
686,김포공항입구 교통섬,공항시장,0.004204077463473734
687,신월사거리,화곡,0.013732868364630363
688,마곡수명산파크3단지 교차로,마곡,0.006687360411078006
689,월곡역 3번출구,월곡,0.0006885730171820291
690,코오롱One&Only타워,마곡나루,0.005785645673075458
691,금호사거리,신금호,0.00800559966688284
692,두상빌딩 앞,양재시민의숲,0.009787471471065734
693,낙성대역 1번출구,낙성대,0.001415400777488174
694,문래역 4번출구 앞,문래,0.001146455055412656
695,압구정파출소 앞,압구정로데오,0.005295413934368088
696,상명대입구,홍제,0.017918629378340035
697,은천치안센터,봉천,0.0016332922728132108
698,마곡 필네이처,발산,0.002494529406537418
699,신길선원가와인아파트 앞,영등포,0.005257248517654847
700,석촌호수교차로(동호 팔각정 앞),석촌,0.004732473915664924
701,마곡엠밸리4단지 정문,마곡나루,0.004881627100272396
702,압구정 한양 3차 아파트,압구정로데오,0.0018173880742602072
703,롯데캐슬 앞,샛강,0.0048445975271540435
704,목동12단지 아파트,양천구청,0.005681866460942099
705,평창동주민센터 앞,무악재,0.029998827541465344
706,한양대병원사거리,한양대,0.004316670487028961
707,마곡엠밸리 15단지(1502동) 건너편,마곡,0.005061097817495155
708,라인프랜즈이태원점 앞,이태원,0.0018913807072005447
709,홍익병원앞 교차로,목동,0.004356132766566221
710,보문4교 인근,보문,0.0029921349070984155
711,구로교 아래,구로디지털단지,0.0022576854580905067
712,서울영상고교 입구,신정,0.004320196230965134
713,구로구의회 앞,대림,0.007124750296146864
714,두산대림아파트 삼거리,화랑대,0.003136700278989454
715,테크노마트 앞,신도림,0.002488757188961031
716,롯데중앙연구소,마곡나루,0.004207236801564093
717,숙명여대 입구 교차로,숙대입구,0.0027433517399308265
718,페코텍글로벌허브빌딩 앞,건대입구,0.007641991872123151
719,한가람미술관 앞,남부터미널,0.004457734461178715
720,영등포로터리,신길,0.005220486392832547
721,구로거리공원 동측(신도림역 방면),신도림,0.006149195682070847
722,양강중학교앞 교차로,신정네거리,0.004872023772789771
723,한마을아파트 정문상가,개봉,0.004810950270157128
724,도림신협 앞,신풍,0.0074999467206357685
725,강변아파트 310동 앞,가양,0.004034233049733471
726,마곡수명산파크1단지,발산,0.006328857413266602
727,청계벽산아파트 앞,상왕십리,0.0045179616411584215
728,봉천고개 육교,숭실대입구,0.005306092649008385
729,세이브마트,신대방,0.014704714650486228
730,광진정보도서관,광나루,0.008730812955254196
731,하늘숲초등학교 앞,천왕,0.004152665551310251
732,서울이대병원,발산,0.0020740770597936285
733,500번·507번 버스 종점 앞,석수,0.0022584180712204565
734,LG전자 별관동(호서대 벤처타워 맞은편),독산,0.00584143373721769
735,서울숲 남문 버스정류소 옆,서울숲,0.002561204580738079
736,독산보도육교 앞 자전거 보관소,금천구청,0.0014299716657615112
737,시흥사거리(시흥동 994-3 앞),금천구청,0.006637626338728235
738,현대시장사거리,봉천,0.007125982434030461
739,금융감독원 앞,여의도,0.003633207708059002
740,수명산파크1단지교차로,마곡,0.007276678898978406
741,신길우성4차아파트,신길,0.004314394281890973
742,숭실대 입구역3번 출구 앞,숭실대입구,0.0005889808231172128
743,개화광역환승센터,개화,0.0008353236333894496
744,국립중앙박물관 정문 앞,이촌,0.0034294838254248917
745,강변역 4번출구 뒤,강변,0.0004201423777762541
746,아크로리버뷰 부지 앞,잠원,0.005269236023153233
747,LG유플러스 마곡사옥,발산,0.004657633308932359
748,길성그랑프리텔아파트,신방화,0.001718860610990887
749,영등포공원 분수대 앞,영등포,0.004135231884774724
750,신도림쌍용플래티넘노블아파트 앞,신도림,0.007463195513688953
751,난우길입구,신대방,0.010336111988309811
752,가양오토갤러리,양천향교,0.003551042913903433
753,금호나들목,옥수,0.006219025989859636
754,방배역 2번 출구,방배,0.0002592518381798207
755,목동사거리 부근,목동,0.006811562647175792
756,대치동 삼성로,삼성,0.007784194996726015
757,홍은센트레빌 아파트 앞,녹번,0.004687122316509306
758,구암초등학교 버스정류장,봉천,0.008189249637796214
759,목동청소년수련관,오목교,0.0065713923275405135
760,은평예술회관,역촌,0.005370559480816327
761,영등포구 총괄 우체국,영등포구청,0.004433821503665344
762,신사동주민센터 옆,압구정,0.006290989542162547
763,낙성대로 입구,낙성대,0.003391057678600228
764,롯데캐슬골드파크3차 301동 앞,금천구청,0.004356766006344261
765,동대문역사문화공원역 5번출구,동대문역사문화공원,0.0016434852566798318
766,겸재정선미술관,양천향교,0.004594305083858031
767,양천아파트 입구,양천구청,0.005500075236070794
768,발산역 6번 출구 뒤,발산,0.0008922588427839382
769,우성아파트 앞,신대방,0.005977542954462364
770,신길우성1차아파트 앞 공원,신도림,0.008136120209229864
771,중랑천 뚝방길 산책로 입구,중곡,0.006852824119998422
772,넥센 유니버시티 앞,마곡나루,0.0025659230140621485
773,화곡본동시장 버스정류장,화곡,0.0024896946933458146
774,신대방삼거리역 3번출구쪽,신대방삼거리,0.0011838144038926795
775,장수공원,신정네거리,0.00423809815182468
776,광화문역 1번출구 앞,광화문,0.002139612816394378
777,남부고용노동지청 남측,영등포구청,0.00415423687630998
778,K+ 타워 앞,압구정로데오,0.0045708483336145455
779,KAIST 경영대학 앞,고려대,0.009559767081527667
780,용산중학교,숙대입구,0.009053939789142363
781,삼각지역 3번출구,삼각지,0.0015157441916231603
782,중랑물재생센터(서울새활용플라자),용답,0.006973515386590531
783,구로역·NC신구로점 버스정류장(구로역 방면),구로,0.0021128639933563624
784,천왕역 1번 출입구 앞,천왕,0.0004406706217860622
785,대영중고 후문,신풍,0.006505448953803454
786,희훈타워빌 앞,신도림,0.007112141956570233
787,개봉아이파크아파트 앞,개봉,0.0048119845028882354
788,신정제일시장,신정네거리,0.002358479734807407
789,전자랜드 본관 앞,용산,0.005001287083351219
790,구로역 광장,구로,0.001581505444838276
791,"마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",마곡,0.0017167038708137763
792,중앙일보,시청,0.005102838295398374
793,청계광장 옆,광화문,0.0022924693387146784
794,자양나들목,뚝섬유원지,0.008345481733843963
795,영등포 푸르지오,영등포,0.007437950266373512
796,강서구의회,등촌,0.005164637464761667
797,사평역 2번출구,사평,0.0009479637395848018
798,우장초등학교 앞,화곡,0.00937430961414874
799,허준박물관삼거리,가양,0.0071292927160011305
800,서울특별시 남부교육지원청,문래,0.0015010793623583371
801,신영동삼거리,홍제,0.02354468776796634
802,유한양행앞,샛강,0.007257011491825185
803,등촌1-10단지 교차로,발산,0.004909628051945146
804,반포중학교 앞(세화여고 맞은편),신반포,0.002370142433285767
805,아주중학교건너편,종합운동장,0.006659922894631179
806,낙원상가 옆,안국,0.003718170053526438
807,회현사거리 남측,명동,0.0037276600626324967
808,염천교사거리,서울,0.005349310359525551
809,무악재역 4번 출구,무악재,0.000154115578692519
810,기자촌 사거리,구파발,0.013773563039038591
811,리버뷰신안인스빌1차 후문,신도림,0.005742734169266166
812,고투몰 gate 15옆,반포,0.002462850878347191
813,마곡수명산 1-2단지,마곡,0.006572012697810441
814,대림사거리(동작상떼빌아파트),구로디지털단지,0.005733453997330651
815,마곡나루역 3번 출구,마곡나루,0.0020877310987908386
816,목동성당 앞,목동,0.005226815564837587
817,충무로역 1번출구,충무로,0.0010837052996016587
818,한진아파트 입구,광명사거리,0.007386670587621297
819,일성아파트,경복궁,0.032963635070132884
820,당곡사거리,신림,0.005986827870250569
821,압구정로데오역 6번출구,압구정로데오,0.00012875660915275883
822,남구로역 5번 출입구 앞,남구로,0.0006627402408936174
823,"마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",마곡,0.0019726437384670406
824,신반포역 2번출구 앞,신반포,0.0017147586225379628
825,DMC역7번출구,디지털미디어시티,0.0026642460119430797
826,서울역5번출구,서울,0.002216401451089034
827,수명중?고교,마곡,0.010227621241992077
828,보라매sk뷰,보라매,0.004136060905611639
829,영도초등학교,염창,0.011093747052383402
830,잠실나들목,잠실새내,0.0066857165593768655
831,뉴코아 킴스클럽 앞,잠원,0.0047224453979834245
832,서울역사박물관 앞,광화문,0.005662877980847679
833,중대후문 마을버스정류장,상도,0.002845712454619389
834,CJ제일제당 앞,동대문역사문화공원,0.00530425955583607
835,시조사 앞 (청량고정문 옆),회기,0.0051881609668961
836,시청역(2호선) 9번출구 뒤,시청,0.002714741361925699
837,청구아파트 앞,개봉,0.00818909833352341
838,상도SH빌아파트 입구,상도,0.006698173268166336
839,숙대입구역 4번출구,숙대입구,0.00030023712293950706
840,무악재역1번 출구,무악재,0.0003586088494592804
841,신도림테크노근린공원,신도림,0.0005311062613993677
842,금호스포츠센터앞,옥수,0.008926865095269137
843,서울축산농협(장안지점),장한평,0.00776313871577534
844,한양대역 3번 출구,한양대,0.0007444183520714804
845,우리은행 서소문금융센터,시청,0.004865555170018221
846,회기역 2-①번출구,회기,0.0019797211913870306
847,대림3동사거리,대림,0.007184890861579509
848,진주아파트상가 앞,샛강,0.005164407525177259
849,SK 남산빌딩,회현,0.0031054421173798696
850,삼육서울병원 버스정류장,회기,0.003832748885921089
851,신곡시장,신정네거리,0.011525650180093277
852,잠실나들목5,종합운동장,0.006708367437772248
853,녹사평역 광장,녹사평,0.0021612376844018545
854,대학로 마로니에공원,혜화,0.002642997274330576
855,대륭포스트타워6차 앞,가산디지털단지,0.0014727924724641942
856,대륭포스트타워5차,가산디지털단지,0.004605626743195372
857,왕십리자이아파트 후문(삼거리),행당,0.004205804192895859
858,목동3단지 상가,오목교,0.01009506072012339
859,광화문 시민열린마당,광화문,0.004827718324379072
860,삼익아파트,노량진,0.004382443594565715
861,응봉역 1번출구,응봉,0.0014214833560717256
862,녹번역1번출구앞,녹번,0.0009043223209184245
863,신세계면세점,회현,0.0031050508286439866
864,구로구청,대림,0.007678781711419139
865,신사로입구,신림,0.0074437090165758325
866,힐스테이트클래시안아파트,신풍,0.006062380036429484
867,용산전쟁기념관,삼각지,0.004551530921228998
868,동작역 5번출구 동작주차공원,동작,0.0021670023645943086
869,잠실역 6번출구,잠실,0.003207456318105219
870,이수역 4번 출구,이수,0.0007727032871931576
871,청계3가 사거리,을지로3가,0.0022723533500756082
872,현대그룹(본사),종로5가,0.00504412526831284
873,비계 버스정류소,흑석,0.005886460126404123
874,독산고등학교,신대방,0.010559706853583654
875,용마지구대 옆,사가정,0.00837983375540751
876,녹사평역3번 출구,녹사평,0.00033176834524695106
877,반포종합운동장,신반포,0.0036576503267053886
878,송파구청 교차로,잠실,0.0049430974292985624
879,제기역1번출구,제기동,0.001526921682634957
880,문정역 1번출구,문정,0.0008449944156633689
881,목동아파트 703동 앞,목동,0.005653065394705049
882,건대입구역 사거리(롯데백화점),건대입구,0.0016018364504802928
883,반포천 앞,신반포,0.004377241576567102
884,성수사거리 버스정류장 앞,건대입구,0.007173830351530321
885,한강중학교 앞 버스정류장,서빙고,0.0065942551800721285
886,잠실나들목4,잠실새내,0.00498016982523467
887,왕십리역 4번 출구 건너편,왕십리,0.0010323643427147347
888,삼성전자서비스 성북센터,미아사거리,0.004399298477008874
889,광진광장,어린이대공원,0.0008793856310682419
890,을지로2가 사거리 북측,을지로입구,0.004602345386821378
891,한남 유수지 복개주차장,한남,0.0018805748713805475
892,청담역(우리들병원 앞),청담,0.003991862688305084
893,서래공원 앞,고속터미널,0.0036130818114284893
894,STX V타워,가산디지털단지,0.004513574662347037
895,이마트 버스정류소 옆,성수,0.005970358740347736
896,송파역 2번 출구앞,송파,0.0007452346621023032
897,광진교 남단 사거리(천호공원 방면),천호,0.003594695056953014
898,휘봉고등학교 앞,외대앞,0.01008289749697062
899,신길 래미안 프레비뉴,신풍,0.004680488141004843
900,KBS 연구동 건너편,국회의사당,0.00362454089898018
901,국군복지단,숙대입구,0.008013520334059613
902,광남중학교,광나루,0.0046215306339379555
903,송파청소년센터,가락시장,0.006775750110385806
904,이촌역5번출구 앞,이촌,0.0016379438673263347
905,도림사거리,신도림,0.010068431044026561
906,약수역 3번출구 뒤,약수,0.0005468885335268859
907,청구역 2번출구 앞,청구,0.0003379757387767209
908,을지로지하쇼핑센터,을지로입구,0.0018374034785416577
909,구의삼성쉐르빌 앞,강변,0.0049703310948609825
910,훈련원공원주차장 앞,종로5가,0.004250939153193607
911,더리브골드타워,양천향교,0.005658872208193257
912,세운스퀘어 앞,을지로4가,0.0041282320528778105
913,미아사거리 1번 출구,미아사거리,0.0006932096093534844
914,잠실나들목2(엘스아파트136동),잠실새내,0.004877350634479978
915,강서구민올림픽체육센터,가양,0.004295173266595571
916,KT선릉타워,선릉,0.003972955610886271
917,대림아크로리버 앞,강변,0.0022636268457895212
918,하이브랜드 앞,양재시민의숲,0.007110961215341969
919,종로2가 사거리,종로3가,0.0038216771965969096
920,서초2교(사임당로 방면),강남,0.007577797628431935
921,청담사거리(신한오피스텔빌딩 앞),청담,0.0065093956235567855
922,답십리초등학교 앞(현대시장 옆),답십리,0.004698278983935621
923,을지로입구역 4번출구 앞,을지로입구,0.0009934631244370045
924,서초 포레스타5단지,청계산입구,0.0037215418208240147
925,"양천구청, 보건소 사잇길",양천구청,0.004952010296082058
926,마곡역 7번출구,마곡,0.0011479209659623053
927,어린이대공원역 3번출구 앞,어린이대공원,0.0010202095091206888
928,현대시티아울렛 가산,가산디지털단지,0.007410607150329815
929,포드서초서비스센터앞,잠원,0.006377051373347986
930,성수역 2번출구 앞,성수,0.0011221360924486118
931,더케이호텔 입구(양재2),양재시민의숲,0.004677488329009218
932,사평리 공원,신사,0.006254531750655124
933,동의보감타워,제기동,0.002737172294942094
934,수서동 성당 맞은편,수서,0.007726145605678181
935,중앙대학교 중앙광장,흑석,0.006289372660140514
936,서울남부지방검찰청 후문,목동,0.004467980421671146
937,옥수동성당 옆,금호,0.004731298675881756
938,까치산역 3번 출구,까치산,0.0001832510029968825
939,수서역 5번출구 뒤,수서,0.0004458733582428898
940,하계동 중평어린이공원 앞,하계,0.004786359488805901
941,신용산지하차도 앞,용산,0.002669989311310483
942,고덕동 래미안 힐스테이트,고덕,0.0076530014112101055
943,신세계백화점 본점 앞,회현,0.0038110846558942475
944,건대입구역 5번출구 뒤,건대입구,0.0010979594289489253
945,내방역 8번출구 앞,내방,0.0007271567317534668
946,서대문역 8번출구 앞,서대문,0.001110825754504329
947,예일빌딩(율곡로) 앞,종로5가,0.005487996252960611
948,목동주차장,오목교,0.0023963722603250045
949,도곡역 1번 출구,도곡,0.0004086222937024519
950,서울역 서부,서울,0.003802313848642855
951,한양수자인아파트 앞,구로디지털단지,0.010259716322984029
952,석촌역 8번출구,석촌,0.0004106512292721659
953,홈플러스 면목점,사가정,0.006147683856933233
954,서울고앞,서초,0.008520448745477903
955,양문교회 앞,신대방,0.006340029625449969
956,답십리파크자이아파트 앞,답십리,0.005273229887833486
957,동대문역사문화공원역 9번출구 앞,동대문역사문화공원,0.00019967248208713608
958,청계2가 사거리 옆,을지로3가,0.00458278180995874
959,서소문성지역사박물관,충정로,0.005115763281272357
960,포스코사거리 서측(수협 삼성동 지점),선릉,0.006049588258197141
961,SK리쳄블(상수도사업본부),충정로,0.003206740807033235
962,우성4차아파트,건대입구,0.00813484725663122
963,청담공원앞 교차로,청담,0.002584201675191822
964,염창동 새마을금고 건너편,염창,0.003573329357743537
965,세운상가,종로3가,0.003029496864159479
966,포스코사거리(기업은행),삼성,0.006508320586671511
967,응봉삼거리,응봉,0.004148843911254834
968,브라운스위트레지던스,서대문,0.004517806810929521
969,에이스하이엔드타워8차 앞,독산,0.007878466317398025
970,서울역 12번 출구 앞,서울,0.002374831230235598
971,장승배기역2번출구뒷편쪽,장승배기,0.0004321082166442574
972,마곡동 767-6,마곡,0.0034752609525150794
973,충정로역 3번 출구,충정로,0.001914552595895045
974,청파동입구 교차로,숙대입구,0.00446932986141751
975,나이아가라관광호텔,염창,0.004034716154836915
976,관문주유소(GS칼택스) 앞,발산,0.004205645796899512
977,"봉은사역 1,2번 출구",봉은사,0.0005523698080882537
978,신당역 10번 출구,신당,0.002287452213629221
979,신당역 12번 출구 뒤,신당,0.0014221032065088787
980,박석고개(은평소방서) 앞,구파발,0.008868893882133569
981,보라매역4번출구,보라매,0.00048516846107121345
982,광진 캠퍼스시티,어린이대공원,0.007207571730787107
983,남산도서관 앞,회현,0.007178306860680842
984,종로3가역 2번출구 뒤,종로3가,0.00100851455120532
985,경희궁 자이 3단지,서대문,0.001862081221211186
986,kt 행당빌딩 앞,왕십리,0.004459341402327871
987,아현문화건강센터,애오개,0.005519014256016817
988,종로오가 지하쇼핑센터 14번출구,종로5가,0.0011969385798974404
989,청량리 기업은행 앞,청량리,0.002025196772210293
990,김포공항입구 교차로,공항시장,0.0033590245843681337
991,서울역 7번출구,서울,0.0022705062505100656
992,서울특별시 교육청,서대문,0.003752834583353482
993,가마산지하보도 옆,남구로,0.007257164640656888
994,대림성원상떼빌아파트,신도림,0.006890702914072795
995,관악 GSfresh,서울대입구,0.003959873273174793
996,강동경희대학교병원 입구,고덕,0.003356226824288624
997,강서구보건소,등촌,0.0034311084821738707
998,연신내역 3번출구 인근,연신내,0.0018999725826833018
999,상도역 1번출구,상도,0.0007186951760622747
1000,경희궁 자이 2단지,서대문,0.0037181758826183146
1001,조계사앞사거리,종각,0.002022663417380175
1002,서울사대부속초교 앞,종로5가,0.0056145545642451245
1003,동선고가차도 초입,성신여대입구,0.002987680585161444
1004,동대문역6번출구,동대문,0.0010437945767202098
1005,맥스타일 앞,동대문,0.002240726496586333
1006,도동삼거리,회현,0.0025040260144199105
1007,KG타워 앞,서대문,0.0033070545796238665
1008,항동지구 7단지 정문,역곡,0.010462147145069252
1009,역삼서초삼성 세무서 앞 (역삼빌딩 앞),강남,0.00254198187170649
1010,서울혁신파크1,불광,0.00500109455942838
1011,오류동역 맞은편,오류동,0.0022711625024147493
1012,사당역 5번출구,사당,0.0005651943739945242
1013,목동아파트 1422동 1434동 사잇길,양천구청,0.007218470232269708
1014,서울역 서부교차로(3),서울,0.0032284460023857065
1015,화양동 우체국,어린이대공원,0.005154261164543136
1016,재동초교 앞 삼거리,안국,0.0029525851851502413
1017,휘경공고앞,중랑,0.011826548983425205
1018,서울시립대 정문 앞,회기,0.006862128460091294
