,대여소,Station,Distance
1019,크라운호텔앞 버스정류소,이태원,0.0051071782443621525
1020,연신내역 4번출구,연신내,0.0015353522100464121
1021,개봉역 1번 출구 자전거보관서쪽,개봉,0.0006192726482704688
1022,삼성사이버빌리지아파트,충정로,0.001590618996616714
1023,삼성SDS,잠실,0.003372090742040798
1024,대림역4번출구,대림,0.001971902846394458
1025,4248 신촌 교보빌딩,애오개,0.002778223374192436
1026,종로3가역 15번출구 앞,종로3가,0.001512230939240479
1027,회현역 7번출구,회현,0.002146103763592289
1028,회현역 1번출구,회현,0.00202575673021714
1029,자교교회 앞,경복궁,0.005852091268741772
1030,홈플러스 잠실점,잠실,0.002533591995640786
1031,경복궁역 7번출구 앞,경복궁,0.0020794496311540025
1032,동성중학교 앞,혜화,0.0034073781859951585
1033,동묘앞역 1번출구 뒤,동묘앞,0.0008066161578592897
1034,가리봉동주민센터,남구로,0.0071167092450389515
1035,유니베라 앞,성수,0.0034220854378822006
1036,종로6가역 버스정류장(동대문 방향),동대문,0.0037157586425889413
1037,신길동 우리은행 옆,신풍,0.004496377093406097
1038,로제우스 레포츠센터,녹번,0.022924459669726935
1039,인왕산 아이파크 정문,독립문,0.0028291109547227814
1040,진관고등학교앞,구파발,0.00856765504488559
1041,파크팰리스,경복궁,0.0032163391498782968
1042,독립문역 2번출구 뒤,독립문,0.000487039228812279
1043,평창동 주민센터,홍제,0.02931932474437533
1044,신영동삼거리(북악터널방향),홍제,0.02333872295233791
1045,불광역 2번출구,불광,0.0014155489051588153
1046,북한산입구 정류장,지축,0.03374535625942959
1047,신도고등학교,구파발,0.006749881727036404
1048,구파발역 2번출구,구파발,0.0005577832270774822
1049,천지인 오피스텔 앞,홍제,0.02600309565498266
1050,종로플레이스,종로5가,0.0045025679442908025
1051,사직동주민센터,경복궁,0.004972984883163727
1052,올림픽기념 국민생활관 로터리,한성대입구,0.0070138234326473856
1053,은평뉴타운 힐데스하임,구파발,0.00249782782345018
1054,진관동 은빛초등학교,구파발,0.006373721102061648
1055,혜화동 로터리,혜화,0.003492541638989707
1056,종로3가역 8번출구,종로3가,0.0008648888020966331
1057,독바위역,독바위,0.00014781352577844013
1058,서빙고역 광장(1번출구),서빙고,0.0007656583559971148
1059,청운초교 앞 삼거리,경복궁,0.009761290188096886
1060,연신초등학교옆 마을마당,독바위,0.009188047955631024
1061,SK 서린빌딩 앞,종각,0.002554269210552092
1062,종로학원본원,충정로,0.004837746572990479
1063,석촌동 주민센터,석촌,0.003872646201458988
1064,동대문 종합시장 버스정류장,종로5가,0.002579914742963831
1065,은평뉴타운 도서관,구파발,0.01449008085360407
1066,준빌딩 앞,연신내,0.0033653349458213737
1067,KT&G타워 옆(상상마당 대치아트홀),삼성,0.002272909769895381
1068,강남 을지병원 교차로,학동,0.006419870207073861
1069,기자촌사거리,구파발,0.013267959800315554
1070,숭실대학교(중문),숭실대입구,0.00260605935351179
1071,목동아파트 613동 앞,선유도,0.010617380071497928
1072,석계역 3번 출구,석계,0.001729130406762572
1073,을지로4가역 1번출구,을지로4가,0.0014890537465075831
1074,신세기아파트 앞,개봉,0.005672365563204816
1075,을지로입구역 8번출구,을지로입구,0.0008443663091688011
1076,미성아파트 A동 앞,여의도,0.0029257265166180144
1077,KEB 하나금융그룹 명동사옥 옆,을지로입구,0.001616910093493104
1078,용두동 래미안허브리츠아파트 앞,제기동,0.0017350068565950205
1079,금호역 1번출구 앞,금호,0.0008220210763621877
1080,달맞이공원,옥수,0.002793943801956834
1081,서울시여성가족재단,대방,0.0015246271734866796
1082,화곡본동시장 입구,화곡,0.003971757505619521
1083,국회3문,국회의사당,0.004982444545611685
1084,서초구립반포도서관 앞,사평,0.003337548298028077
1085,성균관대입구사거리,혜화,0.00313240404572052
1086,홈플러스 시흥점 맞은편 다비치안경 앞,금천구청,0.009140513592268291
1087,성수아카데미타워 앞,성수,0.0016561668878360709
1088,사근빗물펌프장 건너편,용답,0.0014096807133694845
1089,서울신성초등학교,봉천,0.012211542001312999
1090,세종사이버대학교,어린이대공원,0.005597405904887267
1091,미아동 복합청사,미아,0.0008534156621963278
1092,오류동역 2번출구,오류동,0.0018677696903785553
1093,도봉세무서 앞,미아사거리,0.00669265831565395
1094,여의도 은하아파트,샛강,0.0061888569274358
1095,국민은행 연서지점,연신내,0.005021458630121259
1096,외대앞역 4번출구,외대앞,0.0012927506209987193
1097,현대 뜨레비앙 아파트 앞,종로3가,0.0038615605462711273
1098,마장역3번출구,마장,0.00018557340865765122
1099,서서울모터리움 앞,양천향교,0.0058384279677179355
1100,국회2문,국회의사당,0.0028177018565582823
1101,롯데월드타워(잠실역2번출구 쪽),잠실,0.001517218513243415
1102,KRX한국거래소(1),여의도,0.003464202212883083
1103,KEB하나은행 장충동지점,동대입구,0.0031893373126086477
1104,서울숲 공영주차장앞,서울숲,0.0025501304083473423
1105,성동구민종합체육센터 앞,서울숲,0.0022953104483772434
1106,강서초등학교,까치산,0.011780063071258503
1107,뚝섬역 6번출구,뚝섬,0.00037624892877411164
1108,구파발10단지 인근,지축,0.004428353758448857
1109,청담동 맥도날드 옆(위치),압구정로데오,0.0037849507896901935
1110,갈현1동 주민센터,연신내,0.0061819869661466215
1111,서울서초고용센터앞,남부터미널,0.005286940233661067
1112,동작역 7번출구,동작,0.003223377989260478
1113,서초역 3번출구,서초,0.0013796495034911255
1114,반포종합운동장 입구,신반포,0.0017604730841505598
1115,교대입구 교차로,서초,0.005306275270841783
1116,래미안신공덕3차아파트,공덕,0.005422861509394055
1117,동묘앞역 6번출구,동묘앞,0.0013620179881284403
1118,종로4가 사거리,종로5가,0.003659948348821771
1119,성북구 한예종 캠퍼스 별관,돌곶이,0.007909194276256998
1120,탑골공원 앞,종로3가,0.0038135455453460784
1121,성균관대 E하우스 앞,동대문,0.0039978900509484465
1122,시립미술관,시청,0.0037191306579424377
1123,폭포동입구 교차로,독바위,0.011545587995108708
1124,"미아역 3번,4번 출구 사이",미아,0.0007728009792798684
1125,서울문화재단 앞,용두,0.005234969588270885
1126,사당역 12번출구 뒤,사당,0.0015781128337691273
1127,장충체육관,동대입구,0.0014805554208222249
1128,위례중앙푸르지오 1단지 앞,복정,0.014662626174789539
1129,동대입구역 3번 출구,동대입구,0.0005344301428702413
1130,광희문,동대문역사문화공원,0.0021785711780009124
1131,홈플러스(강서점),가양,0.002903950847191287
1132,티마크 호텔 앞,충무로,0.0011897053626862967
1133,노량진근린공원 대방공원,대방,0.0043168513085305735
1134,약수역 6번 출구,약수,5.245058722876124e-05
1135,종암동 동덕여대 제2생활관 앞,월곡,0.008245217810966671
1136,충정로역 2호선(엘리베이터 앞),충정로,0.0007599352785573397
1137,혜화역 3번출구 뒤,혜화,0.0007685748882808569
1138,신양초교앞 교차로,뚝섬유원지,0.0040519673567313745
1139,삼청동 골목,안국,0.008574837815775367
1140,서울시설공단 앞,용두,0.0034078189036480973
1141,한내 행복발전소 옆,광운대,0.003791291414821099
1142,서초4동주민센터,신논현,0.003602120963490839
1143,강남구청,강남구청,0.0059056696333500795
1144,영등포 푸르지오 아파트,영등포,0.0038962043743741115
1145,서초현대4차아파트 201동 맞은편,사평,0.004888368593514792
1146,경희대학교 청운관,회기,0.007610298642128205
1147,한국국방연구원 앞,고려대,0.0040998946863311375
1148,행당역 2번출구 앞,행당,0.00026450328090496603
1149,고척LIGA아파트 앞,양천구청,0.008100788246330877
1150,한성대입구역2번출구,한성대입구,0.0004853120902059125
1151,종각역 5번출구,종각,0.0004193557864087512
1152,안암로터리 버스정류장 앞,안암,0.00368010113448837
1153,가로공원공영주차장 1번 출구,화곡,0.005129856219485253
1154,마곡레포츠센터,마곡나루,0.006362406773037538
1155,청와대앞길,안국,0.009104390536362706
1156,서소문역사공원,서대문,0.004589201255220336
1157,광교사거리 남측,종각,0.0016435266322532046
1158,송파소방서 맞은편(성내4교),개롱,0.006897199443403306
1159,안암2교 옆,신설동,0.004246905524027979
1160,청계9가교차로 앞,상왕십리,0.005822291201148735
1161,우장산역 3번출구,우장산,0.0009657936019617021
1162,국제빌딩,을지로입구,0.0009193811790522153
1163,황학동롯데캐슬,신설동,0.004773856471833732
1164,이수역 6번출구 앞,이수,0.002622666107704861
1165,서울대학교 정문,서울대입구,0.014558393462746112
1166,광일빌딩,사당,0.004849584000830256
1167,송천동우체국,미아사거리,0.002195804953452587
1168,생명의 전화 종합복지관 앞 교차로,월곡,0.0045822011797356284
1169,장한평역 8번 출구 앞,장한평,0.0009657787595980842
1170,금옥여고보도육교,신정네거리,0.013557139909611235
1171,우영테크노센터 앞,성수,0.003959295952599464
1172,구로중학교앞,대림,0.005933521449729427
1173,도림천 건널목 위,신도림,0.006906800808075518
1174,서초초등학교 후문,강남,0.0036479439736541337
1175,국회3문,국회의사당,0.005227135881620344
1176,서일스포츠센터,강남,0.005763343579009199
1177,양천 해누리타운,양천구청,0.0038438189504181194
1178,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,선릉,0.006407214549282434
1179,우장산역 1번출구옆(우장산아이파크105동앞),우장산,0.0002823799973567735
1180,올림픽공원 북2문,올림픽공원,0.008004018694319305
1181,성동세무서 건너편,성수,0.007564028238950904
1182,동아1차APT105동 버스정류장(신도림중학교 방면),도림천,0.00433714134343021
1183,주홍교 하부,반포,0.004839693533976264
1184,더스페이스타워 앞,뚝섬,0.004336679967721597
1185,대치역 사거리,대치,0.00019169398556313137
1186,서초신동아1차아파트 옆,강남,0.007839313369646562
1187,명동성당 앞,명동,0.003545980081739989
1188,서남환경공원 버스정류장,신방화,0.008047085063234607
1189,강서힐스테이트 상가 앞,우장산,0.0021453719957421112
1190,우리은행 방배동지점 앞,내방,0.002709313445796037
1191,용산공원갤러리앞,남영,0.0025416874119389868
1192,남부터미널역 1번출구,남부터미널,0.0007108093696498989
1193,을지로2가 사거리 남측,을지로3가,0.004128248987472398
1194,서울연신중학교,연신내,0.005593488389409761
1195,장한평역 1번출구,장한평,0.0005386883455176165
1196,화곡터널입구교차로,화곡,0.0036842400761040867
1197,개화산역 2번 출구,개화산,7.269954883379065e-05
1198,대림3동사거리(하나은행),대림,0.007037488883804702
1199,신방화사거리,신방화,0.00550239776319485
1200,등촌9단지,가양,0.005207491739958434
1201,잠실역 8번출구,잠실,0.0019303360055044733
1202,한강 현대아파트 건너편,흑석,0.00621103469088951
1203,탐앤탐스 을지로3가점,을지로3가,0.0018240893869601769
1204,청담역 13번 출구 앞,청담,0.003216243557952824
1205,청담역 11번 출구,청담,0.0017557501211886266
1206,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),역삼,0.006452394841932871
1207,정릉꿈에그린1단지 201동 앞,정릉,0.0018370446849178264
1208,성북동 치안센터 앞,한성대입구,0.002735116684170326
1209,원남동사거리,종로5가,0.006614039420235743
1210,임광빌딩 앞,서대문,0.0012270273798463854
1211,성균관대 정문,혜화,0.005316453403165386
1212,청계8가 사거리,신설동,0.0038882986466685296
1213,창경궁 입구,혜화,0.00633168009456535
1214,남산공원 야외식물원 앞,한강진,0.006278773860738768
1215,포르투갈 대사관 앞,안국,0.004420737790330401
1216,광화문역 6번출구 옆,광화문,0.0011807085213960458
1217,문소빌딩,화곡,0.005712582615769385
1218,군자교교차로,군자,0.005970920417682928
1219,목동아파트 14단지 B상가 앞,양천구청,0.006527433113423608
1220,종로5가역 4번출구,종로5가,0.00045310191392857743
1221,신정3동 현장민원실 앞,신정네거리,0.01417455004216524
1222,장안동 사거리,장한평,0.012688112145032035
1223,중부경찰서앞 사거리,을지로3가,0.002051521694380843
1224,도산공원교차로,압구정,0.006769486508069235
1225,청담나들목입구,봉은사,0.007099681969283961
1226,뚝섬 유원지역,뚝섬유원지,0.001395546613192176
1227,청담역 2번출구,청담,0.0034386715224031467
1228,일원역 4~5번 출구 사이,일원,0.0006614648138895187
1229,성북구청,성신여대입구,0.0032953730051231956
1230,주원 리젠트 앞,염창,0.004693417695204912
1231,가산디지털단지 7번출구,가산디지털단지,0.0008727341497078071
1232,동대입구역 6번출구 뒤,동대입구,0.0001905320403552181
1233,동일로58길 입구,군자,0.006597288066323129
1234,현대 안성타워,이태원,0.003790409360151758
1235,롯데호텔,을지로입구,0.002810687956515326
1236,명보사거리,을지로3가,0.001954579013096427
1237,시립동부병원 앞 사거리,신설동,0.0059558819929594956
1238,용두롯데캐슬리치아파트 앞,제기동,0.004880861398443303
1239,길음문화복합미디어센터,길음,0.0024774895694952615
1240,하나로마트 창동점,창동,0.0031706610036472617
1241,개봉지구대 개봉치안센터,개봉,0.005836137174564418
1242,대림아파트 사거리,대방,0.006588155121550608
1243,성지아파트 옆 도로변,금천구청,0.005638650198633869
1244,제기2교,고려대,0.0029688736970336833
1245,미아초교버스승강장,미아사거리,0.008163231624448097
1246,화곡고가 사거리,까치산,0.004648335561425654
1247,월곡역 5번출구 앞,월곡,0.0009069991651557268
1248,반포경남쇼핑 앞,신반포,0.004227673200765305
1249,해공공원(천호동),암사,0.005204529181393525
1250,맥도날드 서울둔촌DT점 앞,둔촌동,0.0019620587208578687
1251,고속터미널역 3번출구,고속터미널,0.001525462557425458
1252,중앙고입구 삼거리,안국,0.006942044153563154
1253,FITI시험연구원 앞,제기동,0.0033801198981048526
1254,신답역 사거리,신답,0.0019755873181381126
1255,은천로입구 가로공원,신림,0.006440539099892517
1256,둔촌신성미소지움아파트,둔촌동,0.006108547242162204
1257,흑석 아크로리버하임(103동),흑석,0.002930080108559662
1258,중앙농협(자양동),구의,0.007382722705594392
1259,봉은사역 5번출구 옆,봉은사,0.0008745772933725622
1260,이랜드글로벌R&D센터,마곡나루,0.005259869330738048
1261,사당역 7번출구쪽,사당,0.0011665212701072085
1262,올림픽로 836(아리수로),암사,0.006083254499923844
1263,둔촌어린이공원,둔촌동,0.006912722331058259
1264,HID 유족동지회 앞,한강진,0.0009211981307511568
1265,메이필드호텔앞,송정,0.012839495636902626
1266,한성대7번출구 앞,한성대입구,0.0014010234814486884
1267,잠실나들목6,잠실새내,0.004863659134036932
1268,삼부르네상스파크빌,구로디지털단지,0.009073875557676223
1269,기아자동차 사당점 앞,이수,0.0047663852338937825
1270,경기여자고등학교 후문 (삼성로3길 입구),개포동,0.003153040616355119
1271,건국대학교 학생회관,어린이대공원,0.0067901459024373645
1272,두산위브아파트,영등포,0.004582652318862169
1273,서울시립대 건설공학관,회기,0.005342451104952
1274,동대문구민체육센터 (육교아래),중곡,0.010079611734034512
1275,신길자이아파트,보라매,0.007637393613759541
1276,암사역 3번출구(국민은행앞),암사,0.0007393219570016009
1277,심산기념문화센터,구반포,0.0048558645646381605
1278,낙성대 과학전시관,낙성대,0.009632859619162024
1279,오정초교 앞 보도육교,온수,0.0033745955202904394
1280,둔촌역 3번 출입구,둔촌동,0.0012099242910573965
1281,뚝섬역 5번 출구 정류소 옆,뚝섬,0.002590790323840681
1282,논골사거리(금호도서관 입구),신금호,0.00451621414377521
1283,둔촌역 2번출구,둔촌동,0.0005683790690168209
1284,종묘공영주차장 건너편,을지로4가,0.003822431082764405
1285,솔브레인이엔지 뒤편,가산디지털단지,0.008238422169444464
1286,아차산역 3번출구,아차산,0.0004704292959640339
1287,윤선생빌딩(JYP사옥),올림픽공원,0.008037894177584718
1288,전농동 텃골공원,청량리,0.005860790323107285
1289,동문굿모닝탑,양천구청,0.005233713560267382
1290,신풍역 6번출구,신풍,0.0013813444340780372
1291,서울시립대 앞,회기,0.0076112714463602085
1292,남산타운아파트 버스정류장,버티고개,0.0007501974279502739
1293,청계천 영도교,동묘앞,0.0036872308810344673
1294,e편한세상 상도노빌리티 앞,상도,0.0020622614830361264
1295,서울갤러리아 앞,한강진,0.004268207599256766
1296,약수동 주민센터,약수,0.002112696341256665
1297,약수역 10번출구 앞,약수,0.001051610469182705
1298,위례별 유치원 뒤,거여,0.015640855042170106
1299,도림동배드민턴체육관,신도림,0.007747954104878012
1300,혜화역 1번출구,혜화,0.0015187122678150427
1301,종로꽃시장 입구 옆,동대문,0.0025371880530195446
1302,구로동롯데아파트,구로,0.001976501497183743
1303,자양한강도서관,구의,0.011201947997536373
1304,아리랑시네센터 앞,정릉,0.0025185821630610383
1305,금남시장 교차로,중곡,0.006987568750492897
1306,신한은행 시흥대로금융센터지점,석수,0.00836121146365604
1307,올림픽공원 북2문 2,올림픽공원,0.008573799002010284
1308,상왕십리역 1번출구,상왕십리,0.00029954176820968186
1309,강동구청 앞,강동구청,0.00284427759974621
1310,신대방삼거리,신대방삼거리,0.0012809752739663827
1311,독산근린공원 입구,독산,0.0058938380941694285
1312,풍납동 아이파크 107동 앞,몽촌토성,0.0077377884563658485
1313,논현동 광명빌딩 앞,신사,0.003739826533424375
1314,동대문역 8번 출구,동대문,0.001331180887638042
1315,초롱타운 앞,구로,0.007747283437074838
1316,보라매 두산위브 건너편,신풍,0.0060384667190199
1317,나들목공원,봉천,0.013218011341232466
1318,수출의 다리 아래,가산디지털단지,0.005267374336894715
1319,안암골벽산아파트(후문),안암,0.002988743861156717
1320,국립중앙도서관(국제회의장옆),서초,0.006444056590497274
1321,서초 크로바타워 앞,교대,0.005534361328106561
1322,중랑세무서,중랑,0.004066376740081011
1323,한천교 동편,공릉,0.0027359384452163
1324,주식회사 오뚜기 정문 앞,학여울,0.006501300571460719
1325,개봉역(북측광장),개봉,0.0005854908235099478
1326,서울대입구역 5번출구,서울대입구,0.0007948257457516514
1327,한국종합기술사옥 앞,상일동,0.01067546183404852
1328,한영중고앞사거리,고덕,0.006265121513129849
1329,서울대입구역 1번출구,서울대입구,0.0006893821394008047
1330,KT 서초지사 앞,방배,0.005157109046301117
1331,에이스 하드웨어(시흥대로 396) 앞,독산,0.009242187766050167
1332,시민의숲역 1번출구 옆,양재시민의숲,0.00024542832456318146
1333,국립중앙박물관 -용산가족공원 앞,이촌,0.005546476418924606
1334,대모산입구역 4번 출구 앞,대모산입구,0.0006188182896492765
1335,곰달래 문화복지센터 1-2,까치산,0.003174420850859543
1336,중곡역 1번출구,중곡,0.00026541112429576754
1337,한양대역 1번출구,한양대,0.0013399424756632321
1338,방배열린문화센터 앞,내방,0.0017422812150677109
1339,쌍용아파트2단지 정문,창신,0.0030481002867442765
1340,신반포역 3번출구 뒤,신반포,0.0014126403263298973
1341,모두의학교,구로디지털단지,0.009092190327204834
1342,고덕 래미안힐스테이트(201동),고덕,0.009320169464040861
1343,하나은행 방배동지점 앞,내방,0.002322815544021813
1344,고속터미널역 5번출구 앞,고속터미널,0.003722332689333352
1345,남서울중학교,신림,0.008426954385069326
1346,한신휴아파트 앞,남구로,0.004380247943037587
1347,잠실주공5단지1,잠실,0.008761335496434928
1348,서울산업정보학교,봉천,0.011670557036402875
1349,전농동 동아아파트 앞,신답,0.004190005748542228
1350,잠원역 3번-4번 출구사이,잠원,0.00023400600761279774
1351,광진구의회 앞,건대입구,0.003387411070059151
1352,휘문고교 사거리,삼성,0.006594221645924385
1353,관악구시설관리공단,구로디지털단지,0.005540435347008413
1354,잠실나루 나들목,잠실나루,0.0035887402447613375
1355,뚝섬역 1번 출구 옆,뚝섬,0.002733435539751662
1356,석관초등학교 앞,돌곶이,0.0033682281883025563
1357,H비즈니스파크,문정,0.0061242280184881405
1358,도곡역 대치지구대 방향,도곡,0.0019146553997938804
1359,장승배기역 5번출구,장승배기,0.000976940951389322
1360,문정 법조단지7,문정,0.0026857933576600744
1361,문정근린공원2,문정,0.004178865024125194
1362,학동역,학동,0.0015301852771982174
1363,앰배서더 호텔 주변,동대입구,0.0029259347908693243
1364,봉천역 4번출구,봉천,0.0006239972375610503
1365,퇴계로4가 교차로(중구청),충무로,0.004233229842565972
1366,래미안에스티움 앞 (신풍로),신풍,0.004049005888944342
1367,일원1동 주민센터,대청,0.008880904505227112
1368,강남한양수자인아파트,문정,0.012554670901703502
1369,일원1동주민센터앞 사거리,일원,0.008298986283289338
1370,문정2동 주민센터,가락시장,0.007854731035528464
1371,흑석한강푸르지오 106동앞,흑석,0.004214487347106817
1372,더라움,선정릉,0.005038631457306439
1373,강서수도사업소민원센터,대림,0.006337042207024666
1374,보라매역?동작세무서 버스정류장(강남중학교방면),보라매,0.0022727252316069035
1375,국제루터교회 앞,한강진,0.0027231596819885804
1376,이투스교육 앞,양재,0.005584192667791709
1377,언주역 6번출구앞,언주,0.001129567117476073
1378,서울미래초등학교 사거리,신도림,0.005278956168876704
1379,에이스에이존빌딩,서울대입구,0.0019644659844750517
1380,서초1교 (진흥아파트 방면),강남,0.006983992743762184
1381,우성아파트 교차로,대림,0.004261271206578886
1382,방이삼거리,잠실,0.005845619512991735
1383,원일교회,건대입구,0.0068950979646362365
1384,천왕이펜하우스5단지 앞,천왕,0.00694117987395624
1385,마곡 문영비지웍스,발산,0.0036058572032759955
1386,금암 문화공원,지축,0.00562330939088675
1387,한신아파트 앞 육교 아래,금천구청,0.00307051022973559
1388,메뚜기다리,독바위,0.010636320294747202
1389,한울중학교,금천구청,0.014634874345891622
1390,포스코피앤에스타워 (역삼역 3번출구 부근),역삼,0.0028905087807551528
1391,자양중앙나들목,뚝섬유원지,0.011552888371132776
1392,서울지방병무청 버스정류장,보라매,0.004866276421878091
1393,군자역2번출구,군자,0.0004906940379710447
1394,잠실대교북단 교차로,구의,0.004672156988896513
1395,송도병원,버티고개,0.0018982189763334083
1396,서울숲리버뷰자이APT105동 앞,한양대,0.004695190671330146
1397,신자초교입구 교차로,뚝섬유원지,0.009200689351150206
1398,신도림7차e편한세상아파트 806동 앞,도림천,0.005713993942151486
1399,삼청공원 앞,안국,0.011279634559253368
1400,금호역 3번출구,금호,0.00031859984243593376
1401,보문역6번출구 앞,보문,0.00030092334986646797
1402,잠실나루역4번출구뒤,잠실나루,0.0001840967921763031
1403,신월중학교,우장산,0.012216278106632882
1404,서울시립대 후문,회기,0.005432688445182488
1405,돈암초교 입구,성신여대입구,0.004015215961116434
1406,역삼1동 주민센터,강남,0.005467721952726193
1407,학동로 래미안 아파트 앞,강남구청,0.0018383260126914912
1408,래미안장위퍼스트하이(513동),돌곶이,0.009342485175351615
1409,수서역 6번출구 앞,수서,0.0014860323003369447
1410,국립어린이과학관,혜화,0.00449294286396099
1411,목동13_14단지 사거리,양천구청,0.004490801332731418
1412,대성유니드아파트,신정네거리,0.011984015458975225
1413,디폴리스 지식산업센터,가산디지털단지,0.005614613020542673
1414,사가정역 1번출구,사가정,0.0002550887406427882
1415,용두동 사거리,제기동,0.003901813784136799
1416,숭인2동 주민센터 입구,동묘앞,0.0038674547224702206
1417,고대앞사거리 교통섬,안암,0.00414654214000702
1418,성동광진 교육지원청 앞,왕십리,0.0033024065095129417
1419,양지사거리,상왕십리,0.002698643676760029
1420,성신여대입구역 5번출구,성신여대입구,0.00023277823265873803
1421,서울연신초등학교,독바위,0.008447820256132358
1422,은평다목적체육관,구파발,0.008488185939066
1423,복정역 1번 출구 앞,복정,0.0013225595405943116
1424,독산주공 14단지 버스정류소,독산,0.006048254135376586
1425,은평뉴타운 아이파크,구파발,0.012502732641381069
1426,주공14단지,독산,0.006425792320450575
1427,은평뉴타운 푸르지오,지축,0.016762893245518114
1428,용두역 4번출구,용두,0.000523011605617758
1429,교대역 6번출구,교대,0.0008540113444267599
1430,천호초교 입구 사거리(일주빌딩),암사,0.007838531240746675
1431,은평뉴타운구파발9단지,구파발,0.006421273261559257
1432,풍납사거리(강동),강동구청,0.0024282054510560316
1433,우리은행 금호동 지점 앞,금호,0.005216970078712523
1434,대륭테크노타운 18차,독산,0.002778315585017195
1435,용마한신아파트사거리,사가정,0.004208838944503765
1436,서울체육고등학교 앞,올림픽공원,0.005948167175892094
1437,래미안라센트아파트 103동 앞,월곡,0.0044809210289381675
1438,답십리역 1번출구,답십리,0.0020249542834288032
1439,센서텍㈜,발산,0.004778485722290447
1440,서울숲IT캐슬 앞,한양대,0.004011969643466495
1441,군자역 비채온 오피스텔,군자,0.0023472630130417955
1442,선정릉역 4번 출구,선정릉,0.0014510040833659844
1443,가산아네스트 오피스텔 앞,구로디지털단지,0.008133906213797401
1444,이튼타워리버 2차,뚝섬유원지,0.00432884961111096
1445,성북구보건소 건너편,월곡,0.0025624747476202503
1446,로고스교회 맞은 편,이수,0.003066128896778126
1447,MCM 본사 직영점 앞,학동,0.007017887094331363
1448,자양사거리(서원빌딩),구의,0.003372918021903897
1449,미아사거리,미아사거리,0.004161207491775257
1450,서울식물원(문화센터) 건너편,양천향교,0.005504077734229155
1451,광양중학교 앞,구의,0.006902504946332941
1452,자양사거리 광진아크로텔 앞,구의,0.0036717078840828284
1453,외국어대 정문 앞,외대앞,0.0037196813193464827
1454,성공회대학교,온수,0.003924197434837991
1455,길음뉴타운 래미안9단지,길음,0.005429619669919039
1456,서울교통공사사거리 교통섬,답십리,0.006344372884873437
1457,왕십리교회옆,신당,0.005884015832248472
1458,역삼중학교 앞(체육관 방향),한티,0.0035042282078141
1459,이태원관광특구입구,녹사평,0.0019100291167677905
1460,강남파이낸스센터앞(역삼역2번출구),역삼,0.0005498894703488722
1461,매헌역 2번출구앞광역버스 정류장앞(22-297),양재시민의숲,0.0017579925281216338
1462,대학동주민센터,봉천,0.012865368869452002
1463,구의공원(테크노마트 앞),강변,0.0008738148135609858
1464,석촌호수 아뜰리에,잠실,0.007965235155353504
1465,등촌2파출소,등촌,0.006910899992002932
1466,인헌초교,낙성대,0.004828793829816411
1467,서초3교(효령로69길 방면),남부터미널,0.009003691312220329
1468,건영아파트 앞,어린이대공원,0.00796349467900721
1469,청계천 박물관 앞,용두,0.0037081047537729315
1470,중곡동 파크웨이빌딩,아차산,0.005154588633914702
1471,군자역 7번출구뒤,군자,0.0004785273914649084
1472,성동구 견인차량 보관소 앞,답십리,0.004822823977460294
1473,서울숲 지식산업센터,서울숲,0.004451305817451773
1474,창신3동주민센터,창신,0.001936566862158565
1475,용문2교 옆,보문,0.0021167817176002495
1476,돈암육교 하단,길음,0.006499034061184605
1477,구파발역 환승센터,구파발,0.0016191836207177142
1478,개화동상사마을종점 버스정류장,개화,0.003036591447146171
1479,현대아파트 앞,개봉,0.001349178065183768
1480,신림1교 교차로,신림,0.006159381355473706
1481,송파도서관,개롱,0.0019895010398668016
1482,항동지구5단지 501동 앞,온수,0.014137399740766242
1483,두산위브아파트 옆 상가건물 앞,독산,0.00903684775839614
1484,낙원교회 맞은편,구로,0.006036022147583115
1485,대륭테크노타운21차 앞,독산,0.002256154003794846
1486,신림동 우방아파트,신대방,0.006360180960493425
1487,반석교회(쌍문동),쌍문,0.0027211834984208205
1488,마곡14단지 1408동앞,마곡,0.003521118943251259
1489,서남환경공원(방화동도시개발2단지방향),마곡나루,0.008616166844194775
1490,보라매공원 보도육교,신대방,0.0035760542680938643
1491,양원보도육교,우장산,0.015777509160887906
1492,천왕차량사업소 입구,광명사거리,0.010367180538627441
1493,상도 아이파크 아파트,장승배기,0.0047846214479325445
1494,이좋은집오피스텔 앞,오류동,0.003545366014937204
1495,리센츠아파트,잠실새내,0.00506151968405715
1496,석촌호수 서호 남단,석촌,0.005995149239781584
1497,한국우편사업진흥원,학동,0.003515860842576221
1498,연세사랑병원신관앞,사당,0.004630318896409664
1499,노량진1동 청소년독서실,상도,0.005083563742925445
1500,역삼동 디오슈페리움 (우성아파트 사거리),강남,0.005839689849818539
1501,관악구청교차로,서울대입구,0.002088691356899394
1502,삼성중앙역4번출구(문화센터더 리빌),삼성중앙,0.0018379616427055163
1503,명덕고교,발산,0.0044700687642116555
1504,강월초교입구 사거리,신정네거리,0.014914682256569878
1505,뒷벌공원 옆,이수,0.005923088025715688
1506,마곡역5번출구앞,마곡,0.00195632895741326
1507,사당동 아르테스 웨딩앞,이수,0.004789184273769849
1508,삼성중앙역 5번출구,삼성중앙,0.0006352379885289043
