산업,산업2,광고제목,광고부제목,날짜,링크
음료/기호식품,탄산/이온음료,칠성사이다 제로,제로라이프 Full ver.,2022.06.10,https://play.tvcf.co.kr/874693
음료/기호식품,탄산/이온음료,칠성사이다 제로,제로라이프 30s,2022.06.10,https://play.tvcf.co.kr/874692
음료/기호식품,탄산/이온음료,칠성사이다 제로,제로라이프 15s,2022.06.10,https://play.tvcf.co.kr/874292
음료/기호식품,탄산/이온음료,펩시 제로 슈거,재택근무,2022.06.09,https://play.tvcf.co.kr/874517
음료/기호식품,탄산/이온음료,빅토리아,빅토리아x지코,2022.06.07,https://play.tvcf.co.kr/874123
음료/기호식품,탄산/이온음료,씨그램,"감출 수 없는 짜릿함, 씨그램",2022.06.04,https://play.tvcf.co.kr/873996
음료/기호식품,탄산/이온음료,포카리 스웨트,네 안의 파랑을 깨워봐 6s,2022.06.03,https://play.tvcf.co.kr/873755
음료/기호식품,탄산/이온음료,스프라이트,STAY COOL Sprite,2022.06.02,https://play.tvcf.co.kr/873647
음료/기호식품,탄산/이온음료,스프라이트,STAY COOL Sprite,2022.06.02,https://play.tvcf.co.kr/873034
음료/기호식품,탄산/이온음료,노브랜드버거,브랜드 콜라 범퍼,2022.05.27,https://play.tvcf.co.kr/872736
음료/기호식품,탄산/이온음료,나랑드 사이다,맛만 있는 사이다,2022.05.24,https://play.tvcf.co.kr/872544
음료/기호식품,탄산/이온음료,나랑드 사이다,따라올 수 없는 맛,2022.05.24,https://play.tvcf.co.kr/872543
음료/기호식품,탄산/이온음료,광동 온더그린,야구,2022.05.12,https://play.tvcf.co.kr/871187
음료/기호식품,탄산/이온음료,광동 온더그린,더덕,2022.05.12,https://play.tvcf.co.kr/871186
음료/기호식품,탄산/이온음료,광동 온더그린,웨이브,2022.05.12,https://play.tvcf.co.kr/871185
음료/기호식품,탄산/이온음료,슈가로로 스파클링,상큼달콤해도 마법같은 0칼로리,2022.05.11,https://play.tvcf.co.kr/871027
음료/기호식품,탄산/이온음료,나랑드 사이다,아무것도 없는 사이다,2022.05.11,https://play.tvcf.co.kr/871017
음료/기호식품,탄산/이온음료,포카리 스웨트,네 안의 파랑을 깨워봐 30초,2022.05.03,https://play.tvcf.co.kr/870013
음료/기호식품,탄산/이온음료,포카리 스웨트,네 안의 파랑을 깨워봐 15초,2022.05.03,https://play.tvcf.co.kr/869968
음료/기호식품,탄산/이온음료,웰치제로 그레이프맛,맛있는 0칼로리! 웰치제로 그레이프맛,2022.04.29,https://play.tvcf.co.kr/868879
음료/기호식품,탄산/이온음료,웰치제로 오렌지맛,맛있는 0칼로리! 웰치제로 오렌지맛 탄생!,2022.04.29,https://play.tvcf.co.kr/868878
음료/기호식품,탄산/이온음료,토레타 THE 락토,"일상 속 맛있는 수분 보충, 토레타! THE 락토",2022.04.25,https://play.tvcf.co.kr/868450
음료/기호식품,탄산/이온음료,광동 온더그린,액티비티 드링크_집,2022.04.24,https://play.tvcf.co.kr/868438
음료/기호식품,탄산/이온음료,광동 온더그린,액티비티 드링크_필드,2022.04.24,https://play.tvcf.co.kr/868436
음료/기호식품,탄산/이온음료,토레타,매일매일 싱그럽게 Action!,2022.04.15,https://play.tvcf.co.kr/867573
음료/기호식품,탄산/이온음료,탐스제로,요즘 제일 탐나는 제로 30초,2022.04.11,https://play.tvcf.co.kr/867237
음료/기호식품,탄산/이온음료,탐스제로,요즘 제일 탐나는 제로,2022.04.11,https://play.tvcf.co.kr/867223
음료/기호식품,탄산/이온음료,칠성사이다 플러스,런칭,2022.03.27,https://play.tvcf.co.kr/865253
음료/기호식품,탄산/이온음료,칠성사이다 플러스,런칭,2022.03.27,https://play.tvcf.co.kr/865265
음료/기호식품,탄산/이온음료,데미소다,스타일에 데미를 장식하다 It's Demistyle,2022.03.24,https://play.tvcf.co.kr/865028
음료/기호식품,탄산/이온음료,코카콜라 제로,#더할말ZERO(30”),2022.03.20,https://play.tvcf.co.kr/864447
음료/기호식품,탄산/이온음료,코카콜라 제로,#더할말ZERO(15”),2022.03.20,https://play.tvcf.co.kr/864446
음료/기호식품,탄산/이온음료,코카콜라 제로,#더할말ZERO,2022.03.18,https://play.tvcf.co.kr/864448
음료/기호식품,탄산/이온음료,칠성사이다 플러스,프리런칭 촬영장,2022.03.18,https://play.tvcf.co.kr/864442
음료/기호식품,탄산/이온음료,맥도날드,마이 맥도날드 리워드,2022.03.14,https://play.tvcf.co.kr/863787
음료/기호식품,탄산/이온음료,칠성사이다 플러스,이 시대의 사이다,2022.03.14,https://play.tvcf.co.kr/863870
음료/기호식품,탄산/이온음료,펩시 제로 슈거,Great taste_Fun,2022.02.08,https://play.tvcf.co.kr/858710
음료/기호식품,탄산/이온음료,스프라이트,맛있는게 더 맛있어지는 상쾌함,2022.02.07,https://play.tvcf.co.kr/859436
음료/기호식품,탄산/이온음료,펩시 제로 슈거,Great taste_Fun,2022.02.06,https://play.tvcf.co.kr/859339
음료/기호식품,탄산/이온음료,펩시 제로 슈거,Great taste,2022.01.26,https://play.tvcf.co.kr/858352
음료/기호식품,탄산/이온음료,코카콜라,"새해, 마법처럼 함께",2022.01.03,https://play.tvcf.co.kr/855563
음료/기호식품,탄산/이온음료,코카콜라,"새해, 마법처럼 함께",2022.01.03,https://play.tvcf.co.kr/855545
음료/기호식품,탄산/이온음료,칠성사이다 제로,오늘 나온 요리 세상 맛있게 먹고 싶다면,2021.11.05,https://play.tvcf.co.kr/849012
음료/기호식품,탄산/이온음료,칼로바이 프로틴 스파클링,일상,2021.10.22,https://play.tvcf.co.kr/847213
음료/기호식품,탄산/이온음료,칼로바이 프로틴 스파클링,헬스,2021.10.22,https://play.tvcf.co.kr/847212
음료/기호식품,탄산/이온음료,코카콜라,Real magic,2021.10.01,https://play.tvcf.co.kr/843848
음료/기호식품,탄산/이온음료,코카콜라,Real magic Coming soon,2021.09.17,https://play.tvcf.co.kr/842966
음료/기호식품,건강/전통음료,링티,링티를 거세요_농사,2022.08.04,https://play.tvcf.co.kr/882114
음료/기호식품,건강/전통음료,링티,링티를 거세요_배웅,2022.08.04,https://play.tvcf.co.kr/882112
음료/기호식품,건강/전통음료,링티,링티를 거세요_회식,2022.07.22,https://play.tvcf.co.kr/880422
음료/기호식품,건강/전통음료,링티,링티를 거세요_도서관,2022.07.20,https://play.tvcf.co.kr/880159
음료/기호식품,건강/전통음료,링티,링티를 거세요_야근,2022.07.20,https://play.tvcf.co.kr/880161
음료/기호식품,건강/전통음료,알쥬,[2022 알쥬 CM송 영상 공모전] - 건강하개~ 알쥬?CF (4K),2022.07.18,https://play.tvcf.co.kr/879826
음료/기호식품,건강/전통음료,레드불,누구에게나 날개는 있다,2022.07.15,https://play.tvcf.co.kr/879597
음료/기호식품,건강/전통음료,광동 온더게임,응원,2022.07.13,https://play.tvcf.co.kr/879420
음료/기호식품,건강/전통음료,광동 온더게임,시완의롤,2022.07.13,https://play.tvcf.co.kr/879419
음료/기호식품,건강/전통음료,아몬드브리즈,헬시플레저,2022.06.29,https://play.tvcf.co.kr/876883
음료/기호식품,건강/전통음료,링티,링티 X 닥터유 제주 용암수,2022.06.27,https://play.tvcf.co.kr/876266
음료/기호식품,건강/전통음료,빙그레 더단백,"운동완성 백이면 백, 더단백 6초",2022.06.23,https://play.tvcf.co.kr/876213
음료/기호식품,건강/전통음료,레드불,레드불 날개를 펼쳐줘요_체스,2022.06.12,https://play.tvcf.co.kr/874838
음료/기호식품,건강/전통음료,리즈랩 제주 감귤 콜라겐,종합,2022.06.07,https://play.tvcf.co.kr/874143
음료/기호식품,건강/전통음료,빙그레 더단백,"운동완성 백이면 백, 더:단백",2022.06.03,https://play.tvcf.co.kr/873845
음료/기호식품,건강/전통음료,아몬드브리즈,가치소비,2022.05.26,https://play.tvcf.co.kr/872659
음료/기호식품,건강/전통음료,링티,"리부팅이 필요할 때,링티다_택배",2022.05.24,https://play.tvcf.co.kr/872527
음료/기호식품,건강/전통음료,링티,"리부팅이 필요할 때,링티다_숙취",2022.05.23,https://play.tvcf.co.kr/872433
음료/기호식품,건강/전통음료,링티,"리부팅이 필요할 때,링티다_골프",2022.05.22,https://play.tvcf.co.kr/872422
음료/기호식품,건강/전통음료,안동 마식혜,맛있게! 마식혜_성공,2022.05.03,https://play.tvcf.co.kr/870036
음료/기호식품,건강/전통음료,링티,"리부팅이 필요할 때,링티다_공부",2022.04.05,https://play.tvcf.co.kr/866310
음료/기호식품,건강/전통음료,링티,"리부팅이 필요할 때,링티다_홈트",2022.04.02,https://play.tvcf.co.kr/865915
음료/기호식품,건강/전통음료,링티,"리부팅이 필요할 때,링티다_육아",2022.04.02,https://play.tvcf.co.kr/865781
음료/기호식품,건강/전통음료,닥터프리오,더다른 블랙마카,2022.03.15,https://play.tvcf.co.kr/864057
음료/기호식품,건강/전통음료,닥터프리오,더다른 아르기닌 오르니틴,2022.03.15,https://play.tvcf.co.kr/864056
음료/기호식품,건강/전통음료,링티,2022년 새해 링티 선물 페스티벌,2022.01.16,https://play.tvcf.co.kr/857351
음료/기호식품,건강/전통음료,발효홍삼 발휘,홍삼의 힘,2022.01.04,https://play.tvcf.co.kr/855703
음료/기호식품,건강/전통음료,링티,마셔봐서 안다 링티다,2022.01.03,https://play.tvcf.co.kr/855495
음료/기호식품,건강/전통음료,링티 수분콜라겐,콜라겐,2021.12.06,https://play.tvcf.co.kr/852891
음료/기호식품,건강/전통음료,갈릭MF,배드민턴,2021.12.03,https://play.tvcf.co.kr/852693
음료/기호식품,건강/전통음료,갈릭MF,턱걸이,2021.12.03,https://play.tvcf.co.kr/852694
음료/기호식품,건강/전통음료,갈릭MF,팔굽혀펴기,2021.12.03,https://play.tvcf.co.kr/852692
음료/기호식품,건강/전통음료,암웨이,XS에너지드링크,2021.09.03,https://play.tvcf.co.kr/841281
음료/기호식품,건강/전통음료,링티 제로,인생음료 인생음료 미용실_피곤이,2021.08.31,https://play.tvcf.co.kr/840658
음료/기호식품,주스/과즙음료,미닛메이드 유기농,따라쟁이,2022.05.12,https://play.tvcf.co.kr/871095
음료/기호식품,주스/과즙음료,알쥬 ABC주스,1,2022.04.14,https://play.tvcf.co.kr/867575
음료/기호식품,주스/과즙음료,알쥬 ABC주스,올바른마음 알쥬 에이비씨주스,2022.04.14,https://play.tvcf.co.kr/867574
음료/기호식품,주스/과즙음료,맑은내일,통건강즙,2021.10.25,https://play.tvcf.co.kr/847388
음료/기호식품,커피/커피음료,프렌치카페 로스터리,진한 부드러움이 떠오르는 지금. 도심. 범퍼,2022.08.03,https://play.tvcf.co.kr/881874
음료/기호식품,커피/커피음료,프렌치카페 로스터리,"진한 부드러움이 떠오르는 지금, 벌룬, 범퍼",2022.08.03,https://play.tvcf.co.kr/881873
음료/기호식품,커피/커피음료,맥심 T.O.P,지금처럼 앞으로도,2022.08.02,https://play.tvcf.co.kr/881627
음료/기호식품,커피/커피음료,프렌치카페 로스터리,진한부드러움이 떠오르는 지금. 도심,2022.08.01,https://play.tvcf.co.kr/880866
음료/기호식품,커피/커피음료,프렌치카페 로스터리,진한부드러움이 떠오르는 지금. 벌룬,2022.08.01,https://play.tvcf.co.kr/880865
음료/기호식품,커피/커피음료,맥심,[커피콩Go왕자 EP.3] 여름이니까~슈프림골드 아이스 레시피(ft.맥심플랜트),2022.07.20,https://play.tvcf.co.kr/880045
음료/기호식품,커피/커피음료,맥심,[커피콩Go왕자 EP.2] 가장 맛있는 슈프림골드 아이스 만들기?! (Feat. 조나’단‘커피),2022.07.20,https://play.tvcf.co.kr/880043
음료/기호식품,커피/커피음료,맥심,[커피콩Go왕자 EP.1] 커피콩Go왕자의 아이스 커피 황금 레시피를 찾아서(ft. 슈프림골드),2022.07.20,https://play.tvcf.co.kr/880042
음료/기호식품,커피/커피음료,맥심 T.O.P,지금처럼 앞으로도,2022.07.17,https://play.tvcf.co.kr/879810
음료/기호식품,커피/커피음료,카누,하루를 부드럽게 보내는 법 (Voice ver.),2022.07.14,https://play.tvcf.co.kr/879554
음료/기호식품,커피/커피음료,카누,하루를 부드럽게 보내는 법 (Silent ver.),2022.07.14,https://play.tvcf.co.kr/879551
음료/기호식품,커피/커피음료,카누,세상에서 가장 작은 라떼 맛집,2022.07.14,https://play.tvcf.co.kr/879537
음료/기호식품,커피/커피음료,카누,세상에서 가장 작은 라떼 맛집,2022.07.14,https://play.tvcf.co.kr/879535
음료/기호식품,커피/커피음료,맥심 커피믹스,맥심X미니언즈 콜라보,2022.07.04,https://play.tvcf.co.kr/878189
음료/기호식품,커피/커피음료,바리스타 룰스,원두풀한 대용량 커피 범퍼C,2022.07.04,https://play.tvcf.co.kr/878186
음료/기호식품,커피/커피음료,바리스타 룰스,원두풀한 대용량 커피 범퍼B,2022.07.04,https://play.tvcf.co.kr/878185
음료/기호식품,커피/커피음료,바리스타 룰스,원두풀한 대용량 커피 범퍼A,2022.07.04,https://play.tvcf.co.kr/878184
음료/기호식품,커피/커피음료,바리스타 룰스,원두풀한 대용량 커피 풀버전,2022.07.04,https://play.tvcf.co.kr/878183
음료/기호식품,커피/커피음료,칼로바이 키스프레소 블랙커피,더 나은 나를 위한 더 나은 커피,2022.06.03,https://play.tvcf.co.kr/873859
음료/기호식품,커피/커피음료,조지아 크래프트,나한테 딱.맞는 커피,2022.06.02,https://play.tvcf.co.kr/869296
음료/기호식품,커피/커피음료,아카페라 스페셜티,스페셜 테이스터,2022.05.13,https://play.tvcf.co.kr/871339
음료/기호식품,커피/커피음료,아카페라 스페셜티,스페셜 테이스터,2022.05.12,https://play.tvcf.co.kr/871092
음료/기호식품,커피/커피음료,맥심 슈프림골드,아이스로 마시면 완전 맛있으니까,2022.05.11,https://play.tvcf.co.kr/870680
음료/기호식품,커피/커피음료,조지아 라떼니스타,부드러움이 필요할 때,2022.04.20,https://play.tvcf.co.kr/868229
음료/기호식품,커피/커피음료,맥심 모카골드,"오늘의 틈 (6"")",2022.04.20,https://play.tvcf.co.kr/868106
음료/기호식품,커피/커피음료,맥심 모카골드,"일상의 틈을 채우는 한 잔 (6"")",2022.04.20,https://play.tvcf.co.kr/868103
음료/기호식품,커피/커피음료,맥심 모카골드,"지금 믹스할까요? (6"")",2022.04.20,https://play.tvcf.co.kr/868098
음료/기호식품,커피/커피음료,맥심 모카골드,오늘의 틈,2022.04.06,https://play.tvcf.co.kr/866612
음료/기호식품,커피/커피음료,맥심 모카골드,오늘의 틈,2022.04.06,https://play.tvcf.co.kr/866598
음료/기호식품,커피/커피음료,마리아라떼,참숯으로 로스팅한 마리아 라떼,2022.03.23,https://play.tvcf.co.kr/864938
음료/기호식품,커피/커피음료,마리아라떼,참숯으로 로스팅했단 마리아 15',2022.03.23,https://play.tvcf.co.kr/864937
음료/기호식품,커피/커피음료,카누 라이트 로스트 아메리카노,아메리카노 라인업의 완성,2022.03.18,https://play.tvcf.co.kr/864419
음료/기호식품,커피/커피음료,카누 라이트 로스트 아메리카노,아메리카노 라인업의 완성,2022.03.16,https://play.tvcf.co.kr/864149
음료/기호식품,커피/커피음료,맥심 슈프림골드,분명 아는 맛인데 이건 새로운 맛이야,2022.02.28,https://play.tvcf.co.kr/861357
음료/기호식품,커피/커피음료,맥심 슈프림골드,분명 아는 맛인데 이건 새로운 맛이야,2022.02.24,https://play.tvcf.co.kr/861318
음료/기호식품,커피/커피음료,가배이즘,왕이 즐기던 그 커피,2022.02.22,https://play.tvcf.co.kr/861088
음료/기호식품,커피/커피음료,칸타타 라떼홀릭,달달한 충전이 필요할 때,2022.02.15,https://play.tvcf.co.kr/860365
음료/기호식품,커피/커피음료,카누 디카페인,디카페인도 역시 카누,2022.02.03,https://play.tvcf.co.kr/858703
음료/기호식품,커피/커피음료,레브,스모키 미드나잇,2022.01.03,https://play.tvcf.co.kr/855570
음료/기호식품,커피/커피음료,레브,웰드레스드,2022.01.03,https://play.tvcf.co.kr/855592
음료/기호식품,커피/커피음료,레브,웜브리즈,2022.01.03,https://play.tvcf.co.kr/855573
음료/기호식품,커피/커피음료,맥심 화이트골드,연아의 화이트로그 IN WINTER_6D,2021.12.23,https://play.tvcf.co.kr/854924
음료/기호식품,커피/커피음료,맥심 화이트골드,연아의 화이트로그 IN WINTER_6C,2021.12.23,https://play.tvcf.co.kr/854923
음료/기호식품,커피/커피음료,맥심 화이트골드,연아의 화이트로그 IN WINTER_6B,2021.12.23,https://play.tvcf.co.kr/854922
음료/기호식품,커피/커피음료,맥심 화이트골드,연아의 화이트로그 IN WINTER_6A,2021.12.23,https://play.tvcf.co.kr/854921
음료/기호식품,커피/커피음료,맥심 화이트골드,연아의 화이트로그 IN WINTER,2021.12.23,https://play.tvcf.co.kr/854915
음료/기호식품,커피/커피음료,맥심 화이트골드,연아의 화이트로그 IN WINTER,2021.12.23,https://play.tvcf.co.kr/854574
음료/기호식품,커피/커피음료,카누 디카페인 아메리카노,한 잔의 깊은 휴식,2021.12.05,https://play.tvcf.co.kr/852799
음료/기호식품,커피/커피음료,카누 트리플샷 라떼,범퍼,2021.11.25,https://play.tvcf.co.kr/851668
음료/기호식품,커피/커피음료,카누 너티 카라멜 라떼,범퍼 B,2021.11.25,https://play.tvcf.co.kr/851625
음료/기호식품,커피/커피음료,카누 너티 카라멜 라떼,범퍼 C,2021.11.25,https://play.tvcf.co.kr/851624
음료/기호식품,커피/커피음료,카누 너티 카라멜 라떼,범퍼 A,2021.11.25,https://play.tvcf.co.kr/851623
음료/기호식품,커피/커피음료,카누 너티 카라멜 라떼,고소하게 달콤하게 30초,2021.11.25,https://play.tvcf.co.kr/851621
음료/기호식품,커피/커피음료,카누 너티 카라멜 라떼,고소하게 달콤하게,2021.11.22,https://play.tvcf.co.kr/851226
음료/기호식품,커피/커피음료,스타벅스 RTD,더블샷 바닐라,2021.11.11,https://play.tvcf.co.kr/849898
음료/기호식품,커피/커피음료,스테비아 커피믹스,스테비아 커피믹스로 당 걱정없이 즐기세요,2021.11.04,https://play.tvcf.co.kr/848648
음료/기호식품,커피/커피음료,스테비아 커피믹스,스테비아 커피믹스로 당 걱정없이 즐기세요,2021.10.25,https://play.tvcf.co.kr/847401
음료/기호식품,커피/커피음료,스테비아 커피믹스,난 걱정없는 ZERO당,2021.10.05,https://play.tvcf.co.kr/844936
음료/기호식품,커피/커피음료,맥심 T.O.P,새로운 시작이 필요한 순간,2021.09.27,https://play.tvcf.co.kr/843764
음료/기호식품,커피/커피음료,맥심 T.O.P,새로운 시작이 필요한 순간,2021.09.23,https://play.tvcf.co.kr/843280
음료/기호식품,커피/커피음료,카누 디카페인,요즘 쉬고 싶을 땐 요즘 디카페인,2021.09.06,https://play.tvcf.co.kr/841484
음료/기호식품,커피/커피음료,맥스웰하우스 마스터,바닐라의 달콤함을 더하면? 마스터 바닐라블랙,2021.08.20,https://play.tvcf.co.kr/839720
음료/기호식품,커피/커피음료,맥스웰하우스 마스터,새로워진 마스터,2021.08.20,https://play.tvcf.co.kr/839719
음료/기호식품,커피/커피음료,맥스웰하우스 마스터,커피 또 한번 제대로,2021.08.20,https://play.tvcf.co.kr/839718
음료/기호식품,커피/커피음료,맥스웰하우스 마스터,커피 또 한번 제대로,2021.08.20,https://play.tvcf.co.kr/839716
음료/기호식품,커피/커피음료,맥스웰하우스 마스터,커피 또 한번 새롭게,2021.08.20,https://play.tvcf.co.kr/839715
음료/기호식품,커피/커피음료,맥심 슈프림골드,당신의 취향 슈프림이 되다 Bumper C,2021.08.18,https://play.tvcf.co.kr/839496
음료/기호식품,커피/커피음료,맥심 슈프림골드,당신의 취향 슈프림이 되다 Bumper B,2021.08.18,https://play.tvcf.co.kr/839495
음료/기호식품,커피/커피음료,맥심 슈프림골드,당신의 취향 슈프림이 되다 Bumper A,2021.08.18,https://play.tvcf.co.kr/839494
음료/기호식품,생수/차/차음료,태양의 원차 주전자차 보리,"구수한 보리의 맛, 태양의 원차 주전자차 보리",2022.08.04,https://play.tvcf.co.kr/881961
음료/기호식품,생수/차/차음료,하늘보리,스토리보드와 광고영상 비교_하늘보리,2022.08.02,https://play.tvcf.co.kr/881861
음료/기호식품,생수/차/차음료,립톤,스틱 아이스티,2022.07.28,https://play.tvcf.co.kr/880798
음료/기호식품,생수/차/차음료,애디드 콤부차,30,2022.07.19,https://play.tvcf.co.kr/880038
음료/기호식품,생수/차/차음료,블랙보리,진한데 깔끔해,2022.07.10,https://play.tvcf.co.kr/878998
음료/기호식품,생수/차/차음료,해양심층수 사랑해,30s,2022.07.05,https://play.tvcf.co.kr/878378
음료/기호식품,생수/차/차음료,닥터유 면역수,마시던 대로 매일. 쉽게. 닥터유 면역수,2022.07.01,https://play.tvcf.co.kr/877339
음료/기호식품,생수/차/차음료,닥터유 면역수,마시던 대로 매일. 쉽게. 닥터유 면역수,2022.07.01,https://play.tvcf.co.kr/876976
음료/기호식품,생수/차/차음료,태양의 원차 주전자차 보리,구수하게 담다,2022.06.13,https://play.tvcf.co.kr/874849
음료/기호식품,생수/차/차음료,닥터유 제주 용암수,경도가 높아 레벨이 다른 닥터유 용암수,2022.06.02,https://play.tvcf.co.kr/873511
음료/기호식품,생수/차/차음료,닥터유 제주 용암수,경도가 높아 레벨이 다른 닥터유 용암수,2022.06.02,https://play.tvcf.co.kr/873510
음료/기호식품,생수/차/차음료,아이시스 8.0,에코투게더 아이시스,2022.05.27,https://play.tvcf.co.kr/872751
음료/기호식품,생수/차/차음료,아이시스 8.0,에코투게더 아이시스,2022.05.27,https://play.tvcf.co.kr/872750
음료/기호식품,생수/차/차음료,광동 옥수수수염차,Digital V라인,2022.05.04,https://play.tvcf.co.kr/870263
음료/기호식품,생수/차/차음료,광동 옥수수수염차,Digital 갈증해소,2022.05.04,https://play.tvcf.co.kr/870262
음료/기호식품,생수/차/차음료,광동 옥수수수염차,Digital 그때그때,2022.05.04,https://play.tvcf.co.kr/870261
음료/기호식품,생수/차/차음료,광동 옥수수수염차,TVC 하루종일,2022.05.04,https://play.tvcf.co.kr/870260
음료/기호식품,생수/차/차음료,광동 옥수수수염차,TVC 하루종일,2022.05.04,https://play.tvcf.co.kr/870259
음료/기호식품,생수/차/차음료,백산수,박서준 '백두산의 힘을 마신다' 천지차이 백산수_백산수는 달라,2022.05.04,https://play.tvcf.co.kr/870213
음료/기호식품,생수/차/차음료,몽베스트,꿈에 물을주자_드러머,2022.05.02,https://play.tvcf.co.kr/869291
음료/기호식품,생수/차/차음료,제주 삼다수,"어떤물을원하든,결국",2022.05.02,https://play.tvcf.co.kr/868954
음료/기호식품,생수/차/차음료,제주 삼다수,삼다수필 수질검사,2022.04.29,https://play.tvcf.co.kr/868966
음료/기호식품,생수/차/차음료,제주 삼다수,삼다수필 토지매입,2022.04.29,https://play.tvcf.co.kr/868965
음료/기호식품,생수/차/차음료,제주 삼다수,삼다수필 종합,2022.04.29,https://play.tvcf.co.kr/868963
음료/기호식품,생수/차/차음료,제주 삼다수,삼다수필 모니터링,2022.04.29,https://play.tvcf.co.kr/868962
음료/기호식품,생수/차/차음료,제주 삼다수,범퍼 모니터링,2022.04.29,https://play.tvcf.co.kr/868960
음료/기호식품,생수/차/차음료,제주 삼다수,범퍼 화산송이,2022.04.29,https://play.tvcf.co.kr/868961
음료/기호식품,생수/차/차음료,제주 삼다수,삼다수필 화산송이,2022.04.29,https://play.tvcf.co.kr/868959
음료/기호식품,생수/차/차음료,티젠 콤부차,상콤달콤 웰빙티,2022.04.26,https://play.tvcf.co.kr/868640
음료/기호식품,생수/차/차음료,립톤,서로에게 출발,2022.04.25,https://play.tvcf.co.kr/868539
음료/기호식품,생수/차/차음료,광동 옥수수수염차,옥쓔 티져,2022.04.21,https://play.tvcf.co.kr/868306
음료/기호식품,생수/차/차음료,몽베스트 위드어스,지구가 몽마를때,2022.04.20,https://play.tvcf.co.kr/868224
음료/기호식품,생수/차/차음료,하늘보리,하늘멍(최우식),2022.04.11,https://play.tvcf.co.kr/867242
음료/기호식품,생수/차/차음료,하늘보리,하늘멍(최우식),2022.04.11,https://play.tvcf.co.kr/867241
음료/기호식품,생수/차/차음료,백산수,박서준 '백두산의 힘을 마신다' 천지차이 백산수,2022.03.25,https://play.tvcf.co.kr/865113
음료/기호식품,생수/차/차음료,동서 한잔용 보리차,35s,2022.03.02,https://play.tvcf.co.kr/862331
음료/기호식품,생수/차/차음료,몽베스트,꿈에 물을주자_플로리스트,2022.03.02,https://play.tvcf.co.kr/861987
음료/기호식품,생수/차/차음료,블랙빈티,근육맨,2022.02.23,https://play.tvcf.co.kr/861224
음료/기호식품,생수/차/차음료,블랙빈티,분신사바,2022.02.23,https://play.tvcf.co.kr/861223
음료/기호식품,생수/차/차음료,퓨워터,그냥 물이 아니니까,2022.01.18,https://play.tvcf.co.kr/857650
음료/기호식품,생수/차/차음료,몽베스트,꿈에 물을 주자_올드카 리스토어,2022.01.06,https://play.tvcf.co.kr/856067
음료/기호식품,생수/차/차음료,우리 차,"초록에너지, 우리 차",2021.12.23,https://play.tvcf.co.kr/854576
음료/기호식품,생수/차/차음료,티젠 콤부차,톡 쏘는 차세대 티의 시작_제품,2021.12.16,https://play.tvcf.co.kr/854053
음료/기호식품,생수/차/차음료,티젠 콤부차,톡 쏘는 차세대 티의 시작,2021.12.16,https://play.tvcf.co.kr/854042
음료/기호식품,생수/차/차음료,광동 옥수수수염차,이터널스 X 옥수수수염차 콜라보,2021.11.17,https://play.tvcf.co.kr/850680
음료/기호식품,우유/두유/요쿠르트,바나나맛우유,"OOO엔 바나나맛우유가 국룰, ㅇㅈ? 단지우유 생각나는 순간 Best 3",2022.08.01,https://play.tvcf.co.kr/881555
음료/기호식품,우유/두유/요쿠르트,듀오안,신바이오틱스의 New 리더,2022.06.29,https://play.tvcf.co.kr/876871
음료/기호식품,우유/두유/요쿠르트,불가리스 위쎈,위를 위한 위산 프로젝트,2022.06.22,https://play.tvcf.co.kr/876046
음료/기호식품,우유/두유/요쿠르트,불가리스 위쎈,위를 위한 위산 프로젝트,2022.06.22,https://play.tvcf.co.kr/876047
음료/기호식품,우유/두유/요쿠르트,불가리스 위쎈,위를 위한 위산 프로젝트,2022.06.22,https://play.tvcf.co.kr/876045
음료/기호식품,우유/두유/요쿠르트,불가리스 위쎈,위를 위한 위산 프로젝트,2022.06.22,https://play.tvcf.co.kr/876044
음료/기호식품,우유/두유/요쿠르트,불가리스 위쎈,위를 위한 위산 프로젝트,2022.06.22,https://play.tvcf.co.kr/876043
음료/기호식품,우유/두유/요쿠르트,불가리스 위쎈,위를 위한 위산 프로젝트,2022.06.22,https://play.tvcf.co.kr/876042
음료/기호식품,우유/두유/요쿠르트,플래너츠,완두콩 사용설명서,2022.06.13,https://play.tvcf.co.kr/874852
음료/기호식품,우유/두유/요쿠르트,플래너츠,7넛츠 사용설명서,2022.06.13,https://play.tvcf.co.kr/874853
음료/기호식품,우유/두유/요쿠르트,뉴오리진 a2밀크,1초에 1개씩 팔리는 호주 프리미엄 우유,2022.06.13,https://play.tvcf.co.kr/874030
음료/기호식품,우유/두유/요쿠르트,뉴오리진 a2밀크,1초에 1개씩 팔리는 호주 프리미엄 우유_아이들,2022.06.08,https://play.tvcf.co.kr/874102
음료/기호식품,우유/두유/요쿠르트,베지밀,오리지날 두유,2022.05.23,https://play.tvcf.co.kr/872429
음료/기호식품,우유/두유/요쿠르트,맛있는 우유 GT,본능적으로 끌리는 우유맛집,2022.03.17,https://play.tvcf.co.kr/864295
음료/기호식품,우유/두유/요쿠르트,맛있는 우유 GT,본능적으로 끌리는 우유맛집,2022.03.17,https://play.tvcf.co.kr/864294
음료/기호식품,우유/두유/요쿠르트,맛있는 우유 GT,본능적으로 끌리는 우유맛집,2022.03.17,https://play.tvcf.co.kr/864296
음료/기호식품,우유/두유/요쿠르트,일일하우 프로틴밀,비건이건. 아니건.,2022.03.08,https://play.tvcf.co.kr/863346
